activation,branch,role,label,truth,question,answer,text,rel_rank
-0.7553470134735107,1,cf,1,0,"Consider the following example: ‘‘‘My computer crashed.’’’ Choice 1: I installed new speakers. Choice 2: I lost all my data. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My computer crashed.’’’ Choice 1: I installed new speakers. Choice 2: I lost all my data. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.03006012024048096
-0.7456397414207458,1,cf,1,0,"Consider the following example: ‘‘‘The doctors amputated the patient's leg.’’’ Choice 1: It was badly bruised. Choice 2: It was severely infected. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The doctors amputated the patient's leg.’’’ Choice 1: It was badly bruised. Choice 2: It was severely infected. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.03206412825651302
-0.7261995673179626,1,cf,1,0,"Consider the following example: ‘‘‘The man craved a cigarette.’’’ Choice 1: His family urged him to quit smoking. Choice 2: He was addicted to nicotine. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man craved a cigarette.’’’ Choice 1: His family urged him to quit smoking. Choice 2: He was addicted to nicotine. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.03406813627254509
-0.6962456107139587,1,cf,1,0,"Consider the following example: ‘‘‘The woman spoke with a foreign accent.’’’ Choice 1: She came from a wealthy family. Choice 2: She migrated from another country. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman spoke with a foreign accent.’’’ Choice 1: She came from a wealthy family. Choice 2: She migrated from another country. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.036072144288577156
-0.6928329467773438,0,base,1,1,"Consider the following example: ‘‘‘The woman felt compelled to help someone in need.’’’ Choice 1: She donated blood. Choice 2: She wrote a poem. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman felt compelled to help someone in need.’’’ Choice 1: She donated blood. Choice 2: She wrote a poem. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.03807615230460922
-0.6804954409599304,1,cf,0,1,"Consider the following example: ‘‘‘The boy's hands were shaking.’’’ Choice 1: He planned to ask the girl out. Choice 2: His palms were cold and sweaty. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The boy's hands were shaking.’’’ Choice 1: He planned to ask the girl out. Choice 2: His palms were cold and sweaty. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.04008016032064128
-0.6745782494544983,1,cf,0,1,"Consider the following example: ‘‘‘I clenched the candy wrapper in my fist.’’’ Choice 1: The wrapper crinkled. Choice 2: The wrapper ripped. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I clenched the candy wrapper in my fist.’’’ Choice 1: The wrapper crinkled. Choice 2: The wrapper ripped. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.04208416833667335
-0.6738216876983643,1,cf,1,0,"Consider the following example: ‘‘‘The bartender refused to serve the patron.’’’ Choice 1: The patron was alone. Choice 2: The patron was drunk. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The bartender refused to serve the patron.’’’ Choice 1: The patron was alone. Choice 2: The patron was drunk. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.04408817635270541
-0.6736620664596558,0,base,1,1,"Consider the following example: ‘‘‘The girl applied the scissors to the paper.’’’ Choice 1: The paper sliced apart. Choice 2: The paper crinkled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The girl applied the scissors to the paper.’’’ Choice 1: The paper sliced apart. Choice 2: The paper crinkled. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.04609218436873747
-0.6666592359542847,1,cf,1,0,"Consider the following example: ‘‘‘The man's clothes fit loosely.’’’ Choice 1: He bought them on sale. Choice 2: He lost weight. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man's clothes fit loosely.’’’ Choice 1: He bought them on sale. Choice 2: He lost weight. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.04809619238476954
-0.6521044969558716,0,base,1,1,"Consider the following example: ‘‘‘The man wanted to get revenge on his enemy.’’’ Choice 1: The man framed his enemy for a crime. Choice 2: The man declared a truce with his enemy. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man wanted to get revenge on his enemy.’’’ Choice 1: The man framed his enemy for a crime. Choice 2: The man declared a truce with his enemy. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.050100200400801605
-0.6173607110977173,1,cf,1,0,"Consider the following example: ‘‘‘The woman betrayed her friend.’’’ Choice 1: Her friend sent her a greeting card. Choice 2: Her friend cut off contact with her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman betrayed her friend.’’’ Choice 1: Her friend sent her a greeting card. Choice 2: Her friend cut off contact with her. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.052104208416833664
-0.607086181640625,1,cf,1,0,"Consider the following example: ‘‘‘The woman suffered amnesia.’’’ Choice 1: She had an allergic reaction. Choice 2: She got into a car accident. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman suffered amnesia.’’’ Choice 1: She had an allergic reaction. Choice 2: She got into a car accident. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.05410821643286573
-0.5937404632568359,1,cf,1,0,"Consider the following example: ‘‘‘The smoke alarm went off.’’’ Choice 1: I lit a candle. Choice 2: I burnt my dinner. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The smoke alarm went off.’’’ Choice 1: I lit a candle. Choice 2: I burnt my dinner. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.056112224448897796
-0.583478569984436,1,cf,1,0,"Consider the following example: ‘‘‘The student's answer on the exam was incorrect.’’’ Choice 1: The teacher added bonus points to the student's grade. Choice 2: The teacher subtracted points off the student's grade. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The student's answer on the exam was incorrect.’’’ Choice 1: The teacher added bonus points to the student's grade. Choice 2: The teacher subtracted points off the student's grade. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.05811623246492986
-0.5831600427627563,0,base,1,1,"Consider the following example: ‘‘‘The man confessed his love for the woman.’’’ Choice 1: The woman rejected him. Choice 2: The woman envied him. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man confessed his love for the woman.’’’ Choice 1: The woman rejected him. Choice 2: The woman envied him. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.06012024048096192
-0.5760023593902588,1,cf,1,0,"Consider the following example: ‘‘‘The computer crashed.’’’ Choice 1: I backed up my files. Choice 2: I downloaded a virus. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The computer crashed.’’’ Choice 1: I backed up my files. Choice 2: I downloaded a virus. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.06212424849699399
-0.5747049450874329,1,cf,1,0,"Consider the following example: ‘‘‘The man got a discount on his groceries.’’’ Choice 1: He greeted the cashier. Choice 2: He used a coupon. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man got a discount on his groceries.’’’ Choice 1: He greeted the cashier. Choice 2: He used a coupon. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.06412825651302605
-0.5741744041442871,1,cf,1,0,"Consider the following example: ‘‘‘The man went into denial about the tragedy.’’’ Choice 1: He got over it easily. Choice 2: He refused to talk about it. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man went into denial about the tragedy.’’’ Choice 1: He got over it easily. Choice 2: He refused to talk about it. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.06613226452905811
-0.56841641664505,0,base,1,1,"Consider the following example: ‘‘‘The woman was deemed mentally ill.’’’ Choice 1: She was sent to a psychiatric institution. Choice 2: She sought a career as a psychiatrist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman was deemed mentally ill.’’’ Choice 1: She was sent to a psychiatric institution. Choice 2: She sought a career as a psychiatrist. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.06813627254509018
-0.5437607765197754,1,cf,1,0,"Consider the following example: ‘‘‘The woman received a diploma.’’’ Choice 1: She enrolled in college. Choice 2: She graduated from college. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman received a diploma.’’’ Choice 1: She enrolled in college. Choice 2: She graduated from college. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.07014028056112225
-0.5308014750480652,0,base,1,1,"Consider the following example: ‘‘‘The cowgirl threw her lasso towards the horse.’’’ Choice 1: The lasso grabbed onto the horse. Choice 2: The horse trotted into the barn. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The cowgirl threw her lasso towards the horse.’’’ Choice 1: The lasso grabbed onto the horse. Choice 2: The horse trotted into the barn. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.07214428857715431
-0.5301386713981628,1,cf,1,0,"Consider the following example: ‘‘‘The friends' debate dragged on interminably.’’’ Choice 1: The friends saw eye to eye. Choice 2: The friends were splitting hairs. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The friends' debate dragged on interminably.’’’ Choice 1: The friends saw eye to eye. Choice 2: The friends were splitting hairs. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.07414829659318638
-0.5241365432739258,0,base,1,1,"Consider the following example: ‘‘‘The woman won the lottery.’’’ Choice 1: She bought a yacht. Choice 2: She joined a church. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman won the lottery.’’’ Choice 1: She bought a yacht. Choice 2: She joined a church. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.07615230460921844
-0.5166434049606323,1,cf,0,1,"Consider the following example: ‘‘‘The woman felt reluctant to switch careers.’’’ Choice 1: She made a lot of money in her current occupation. Choice 2: She endured a lot of stress in her current occupation. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman felt reluctant to switch careers.’’’ Choice 1: She made a lot of money in her current occupation. Choice 2: She endured a lot of stress in her current occupation. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.0781563126252505
-0.5080096125602722,1,cf,1,0,"Consider the following example: ‘‘‘The detective revealed an anomaly in the case.’’’ Choice 1: He finalized his theory. Choice 2: He scrapped his theory. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The detective revealed an anomaly in the case.’’’ Choice 1: He finalized his theory. Choice 2: He scrapped his theory. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.08016032064128256
-0.4977804124355316,1,cf,0,1,"Consider the following example: ‘‘‘The scientist conducted an experiment.’’’ Choice 1: She validated her theory. Choice 2: She fabricated her data. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The scientist conducted an experiment.’’’ Choice 1: She validated her theory. Choice 2: She fabricated her data. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.08216432865731463
-0.4911828637123108,0,base,1,1,"Consider the following example: ‘‘‘The surfer caught the wave.’’’ Choice 1: The wave carried her to the shore. Choice 2: She paddled her board into the ocean. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The surfer caught the wave.’’’ Choice 1: The wave carried her to the shore. Choice 2: She paddled her board into the ocean. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.0841683366733467
-0.48503708839416504,0,base,1,1,"Consider the following example: ‘‘‘The student was in a rush to get to school on time.’’’ Choice 1: He left his assignment at home. Choice 2: He brought his lunch to school. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The student was in a rush to get to school on time.’’’ Choice 1: He left his assignment at home. Choice 2: He brought his lunch to school. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.08617234468937876
-0.48408937454223633,1,cf,0,1,"Consider the following example: ‘‘‘The man became disabled.’’’ Choice 1: His family offered him financial support. Choice 2: His family cut off contact with him. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man became disabled.’’’ Choice 1: His family offered him financial support. Choice 2: His family cut off contact with him. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.08817635270541083
-0.4696478247642517,1,cf,1,0,"Consider the following example: ‘‘‘The woman banished the children from her property.’’’ Choice 1: The children hit a ball into her yard. Choice 2: The children trampled through her garden. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman banished the children from her property.’’’ Choice 1: The children hit a ball into her yard. Choice 2: The children trampled through her garden. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.09018036072144289
-0.46085110306739807,1,cf,1,0,"Consider the following example: ‘‘‘The driver rotated the steering wheel.’’’ Choice 1: The car halted. Choice 2: The car turned. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The driver rotated the steering wheel.’’’ Choice 1: The car halted. Choice 2: The car turned. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.09218436873747494
-0.4547870457172394,0,base,1,1,"Consider the following example: ‘‘‘My grandmother passed away.’’’ Choice 1: My family held a funeral. Choice 2: My family held a reunion. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘My grandmother passed away.’’’ Choice 1: My family held a funeral. Choice 2: My family held a reunion. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.09418837675350701
-0.4436590075492859,1,cf,1,0,"Consider the following example: ‘‘‘The motorcyclist twisted the throttle.’’’ Choice 1: The motorcycle coasted to a halt. Choice 2: The motorcycle shot forward. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The motorcyclist twisted the throttle.’’’ Choice 1: The motorcycle coasted to a halt. Choice 2: The motorcycle shot forward. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.09619238476953908
-0.4412793815135956,1,cf,1,0,"Consider the following example: ‘‘‘The glasses on the table spilled.’’’ Choice 1: The child drew on the table. Choice 2: The child yanked the tablecloth. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The glasses on the table spilled.’’’ Choice 1: The child drew on the table. Choice 2: The child yanked the tablecloth. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.09819639278557114
-0.43979737162590027,0,base,1,1,"Consider the following example: ‘‘‘The book was deemed inappropriate for children.’’’ Choice 1: Schools banned it from its libraries. Choice 2: Teachers required students to read it. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The book was deemed inappropriate for children.’’’ Choice 1: Schools banned it from its libraries. Choice 2: Teachers required students to read it. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.10020040080160321
-0.4262610673904419,0,base,1,1,"Consider the following example: ‘‘‘I coughed.’’’ Choice 1: I inhaled smoke. Choice 2: I lowered my voice. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I coughed.’’’ Choice 1: I inhaled smoke. Choice 2: I lowered my voice. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.10220440881763528
-0.42195916175842285,1,cf,1,0,"Consider the following example: ‘‘‘My view of the movie screen was blocked.’’’ Choice 1: The couple behind me was whispering. Choice 2: A tall person was sitting in front of me. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My view of the movie screen was blocked.’’’ Choice 1: The couple behind me was whispering. Choice 2: A tall person was sitting in front of me. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.10420841683366733
-0.4206656813621521,1,cf,1,0,"Consider the following example: ‘‘‘The children ran through the sprinkler.’’’ Choice 1: They ate popsicles. Choice 2: They were hot. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The children ran through the sprinkler.’’’ Choice 1: They ate popsicles. Choice 2: They were hot. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.1062124248496994
-0.4189046621322632,0,base,1,1,"Consider the following example: ‘‘‘The mother scolded her daughter.’’’ Choice 1: Her daughter burped at the kitchen table. Choice 2: Her daughter set the kitchen table. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The mother scolded her daughter.’’’ Choice 1: Her daughter burped at the kitchen table. Choice 2: Her daughter set the kitchen table. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.10821643286573146
-0.41880765557289124,0,base,1,1,"Consider the following example: ‘‘‘My feet were blistered.’’’ Choice 1: I went hiking. Choice 2: I went swimming. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘My feet were blistered.’’’ Choice 1: I went hiking. Choice 2: I went swimming. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.11022044088176353
-0.41770532727241516,0,base,1,1,"Consider the following example: ‘‘‘The man took a shower.’’’ Choice 1: He was sweaty from working out. Choice 2: He opened a new bar of soap. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man took a shower.’’’ Choice 1: He was sweaty from working out. Choice 2: He opened a new bar of soap. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.11222444889779559
-0.417651891708374,0,base,1,1,"Consider the following example: ‘‘‘The rocket flew up into the sky.’’’ Choice 1: The girl launched it. Choice 2: The girl designed it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The rocket flew up into the sky.’’’ Choice 1: The girl launched it. Choice 2: The girl designed it. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.11422845691382766
-0.41433078050613403,0,base,0,0,"Consider the following example: ‘‘‘The woman took her family on vacation.’’’ Choice 1: Her husband got laid off. Choice 2: She received a salary bonus. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman took her family on vacation.’’’ Choice 1: Her husband got laid off. Choice 2: She received a salary bonus. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.11623246492985972
-0.4140971004962921,0,base,1,1,"Consider the following example: ‘‘‘The woman's date wanted to look like a gentleman.’’’ Choice 1: He opened the door for her. Choice 2: He asked her if she liked sushi. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman's date wanted to look like a gentleman.’’’ Choice 1: He opened the door for her. Choice 2: He asked her if she liked sushi. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.11823647294589178
-0.40450984239578247,1,cf,1,0,"Consider the following example: ‘‘‘The woman's eyeglasses fogged up.’’’ Choice 1: She reclined by the pool. Choice 2: She entered the sauna. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman's eyeglasses fogged up.’’’ Choice 1: She reclined by the pool. Choice 2: She entered the sauna. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.12024048096192384
-0.3999480903148651,1,cf,1,0,"Consider the following example: ‘‘‘My ears were ringing.’’’ Choice 1: I went to a museum. Choice 2: I went to a concert. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My ears were ringing.’’’ Choice 1: I went to a museum. Choice 2: I went to a concert. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.12224448897795591
-0.397280216217041,0,base,1,1,"Consider the following example: ‘‘‘The boy painted a picture for his mother.’’’ Choice 1: His mother hung the picture on the wall. Choice 2: His mother sold the picture to a gallery. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boy painted a picture for his mother.’’’ Choice 1: His mother hung the picture on the wall. Choice 2: His mother sold the picture to a gallery. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.12424849699398798
-0.3913190960884094,1,cf,0,1,"Consider the following example: ‘‘‘The skydiver glided safely to the ground.’’’ Choice 1: She opened her parachute. Choice 2: She jumped out of the plane. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The skydiver glided safely to the ground.’’’ Choice 1: She opened her parachute. Choice 2: She jumped out of the plane. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.12625250501002003
